seqid_t,std_seqid_t,seqid_t_t_half,std_seqid_t_t_half,t_half
0.6816285848617554,0.00333605264313519,0.7639650702476501,0.002238243818283081,1
0.6779302358627319,0.003316397313028574,0.7572541832923889,0.0021890902426093817,2
0.6754225492477417,0.0033016749657690525,0.7523979544639587,0.002169212559238076,3
0.674813449382782,0.0033123986795544624,0.7516736388206482,0.0021869554184377193,4
0.6783910989761353,0.0033381269313395023,0.7511304020881653,0.0022092717699706554,5
0.674676239490509,0.003328234888613224,0.7502414584159851,0.0021783371921628714,6
0.6785392761230469,0.0033041448332369328,0.7493634819984436,0.0022237016819417477,7
0.6778314113616943,0.003367228666320443,0.7485733032226562,0.0022645459976047277,8
0.6800262928009033,0.0033235307782888412,0.7496926784515381,0.002238725544884801,9
0.6770192980766296,0.0033333280589431524,0.7483922243118286,0.0022323597222566605,10
0.6814749836921692,0.003314645029604435,0.7471795678138733,0.002290301723405719,11
0.6784844398498535,0.0033361841924488544,0.746252179145813,0.002266552532091737,12
0.6768711805343628,0.003359288675710559,0.7464003562927246,0.0023001176305115223,13
0.6831266283988953,0.00328202941454947,0.7447212338447571,0.002330630784854293,14
0.6793623566627502,0.003318240400403738,0.7453577518463135,0.0023283232003450394,15
0.679801344871521,0.003272717585787177,0.746455192565918,0.00236519705504179,16
0.679801344871521,0.0033035154920071363,0.7436457276344299,0.002395267365500331,17
0.6821115016937256,0.003301515942439437,0.7436895966529846,0.0023906275164335966,18
0.6801031827926636,0.0032542848493903875,0.7404686212539673,0.0024355482310056686,19
0.6833351254463196,0.0032775523141026497,0.7409788966178894,0.0024367235600948334,20
0.6819742918014526,0.00323310075327754,0.7384493350982666,0.002433124464005232,21
0.6851733922958374,0.003232313087210059,0.7382242679595947,0.00248057977296412,22
0.6838784217834473,0.003279399825260043,0.7382791638374329,0.0024647600948810577,23
0.6855300664901733,0.0033146743662655354,0.7387401461601257,0.002502522198483348,24
0.685541033744812,0.0032634090166538954,0.739491879940033,0.002496836706995964,25
0.6834394335746765,0.0032586907036602497,0.7368580102920532,0.0025154384784400463,26
0.6842460632324219,0.0032586753368377686,0.7368744611740112,0.002496198285371065,27
0.6874889731407166,0.0033136731944978237,0.737598717212677,0.0025612227618694305,28
0.6859635710716248,0.0032702472526580095,0.735557496547699,0.002537918509915471,29
0.6815353631973267,0.0032999198883771896,0.7358592748641968,0.0025510871782898903,30
0.6824297308921814,0.003311297157779336,0.7373353838920593,0.0025657194200903177,31
0.685914158821106,0.003256347728893161,0.7362982630729675,0.002557179657742381,32
0.6852557063102722,0.003247150219976902,0.7352721691131592,0.00253052799962461,33
0.6845259070396423,0.0033154250122606754,0.7342515587806702,0.0025994442403316498,34
0.6817219257354736,0.0033207230735570192,0.7345149517059326,0.0025933098513633013,35
0.6835876107215881,0.003271716646850109,0.733346164226532,0.0025861035101115704,36
0.6811457276344299,0.0032596085220575333,0.7323309779167175,0.002596588572487235,37
0.6802403330802917,0.0033123851753771305,0.7293514013290405,0.0026232856325805187,38
0.685897707939148,0.003214391181245446,0.731793224811554,0.0026146883610635996,39
0.6810743808746338,0.0033361269161105156,0.7313652634620667,0.002673169132322073,40
0.6820785403251648,0.003305092453956604,0.7306848168373108,0.0026243424508720636,41
0.6810688972473145,0.0032966281287372112,0.7298781871795654,0.0026020624209195375,42
0.6777161955833435,0.003263964084908366,0.7289124131202698,0.002646402455866337,43
0.6820620894432068,0.003241046331822872,0.7273924350738525,0.0026354221627116203,44
0.6824736595153809,0.0032422924414277077,0.7267668843269348,0.0026775728911161423,45
0.679598331451416,0.00330578931607306,0.7268053293228149,0.002695318078622222,46
0.6788191795349121,0.0033189840614795685,0.7272772192955017,0.0027169978711754084,47
0.6799495220184326,0.0033429034519940615,0.7286655306816101,0.002748561557382345,48
0.6773760318756104,0.0033466957975178957,0.7269644737243652,0.002757803536951542,49
0.6842021346092224,0.003311305306851864,0.7283965945243835,0.0027265034150332212,50
0.6824132800102234,0.003287026658654213,0.7268931269645691,0.0027473599184304476,51
0.6761632561683655,0.0032767474185675383,0.7245994806289673,0.0027272915467619896,52
0.6812664866447449,0.003312051994726062,0.7239738702774048,0.002748963888734579,53
0.6804433465003967,0.0032526287250220776,0.7226898670196533,0.0027153431437909603,54
0.6813651919364929,0.003272448666393757,0.7211808562278748,0.002799027366563678,55
0.6796751022338867,0.003304827958345413,0.7232385873794556,0.0028167166747152805,56
0.6834558844566345,0.003320117248222232,0.7237159609794617,0.002801967319101095,57
0.6813926696777344,0.0033020381815731525,0.7221850156784058,0.0028356979601085186,58
0.680350124835968,0.0032453553285449743,0.7217350602149963,0.0027790626045316458,59
0.6818646192550659,0.00327870761975646,0.7192548513412476,0.0028432286344468594,60
0.6799440383911133,0.003263303777202964,0.7199791669845581,0.0028240815736353397,61
0.6852611899375916,0.0032693613320589066,0.7209997773170471,0.0028181050438433886,62
0.6814365386962891,0.003303258214145899,0.7195127606391907,0.00284937908872962,63
0.6842899322509766,0.003295790869742632,0.7185963988304138,0.002856294857338071,64
0.6859471201896667,0.0032764349598437548,0.7180860638618469,0.0028542212676256895,65
0.6825888752937317,0.0032929934095591307,0.7163190841674805,0.002884433139115572,66
0.6829400658607483,0.0033030607737600803,0.7175263166427612,0.002898263046517968,67
0.6871433258056641,0.0032981354743242264,0.7185963988304138,0.002885044552385807,68
0.6865068078041077,0.0032468487042933702,0.7191121578216553,0.002857587765902281,69
0.6862543821334839,0.0032471774611622095,0.7189914584159851,0.002846327843144536,70
0.6845094561576843,0.003270725253969431,0.7174056172370911,0.002873794175684452,71
0.6847015023231506,0.003283392172306776,0.7164508700370789,0.0028999100904911757,72
0.6861830353736877,0.0032744843047112226,0.7161929607391357,0.0028965238016098738,73
0.6870281100273132,0.0032625007443130016,0.7136852741241455,0.0029468161519616842,74
0.6845313906669617,0.0032610739581286907,0.7121104001998901,0.0029323971830308437,75
0.6824462413787842,0.003301178803667426,0.7143821716308594,0.0028982707299292088,76
0.68393874168396,0.0032844245433807373,0.7147278189659119,0.002907177899032831,77
0.687329888343811,0.003297098446637392,0.7142668962478638,0.00296217342838645,78
0.6896784901618958,0.0032608078327029943,0.7152984738349915,0.002932850504294038,79
0.6885151267051697,0.0032964807469397783,0.7162094116210938,0.0029505889397114515,80
0.6841856837272644,0.0032524093985557556,0.7138773202896118,0.00292752287350595,81
0.6867372989654541,0.0032327151857316494,0.7132627367973328,0.002925172448158264,82
0.6866549253463745,0.0032860441133379936,0.7112818360328674,0.002978562843054533,83
0.6875384449958801,0.0032579279504716396,0.7123957276344299,0.0029390205163508654,84
0.6851568818092346,0.003249870613217354,0.7110294103622437,0.0029511097818613052,85
0.684553325176239,0.0032775707077234983,0.7108922004699707,0.0029484685510396957,86
0.6862105131149292,0.003253033384680748,0.7086314558982849,0.0029930032324045897,87
0.6884986758232117,0.0032596050295978785,0.7104257941246033,0.0029470142908394337,88
0.6869457960128784,0.0032583242282271385,0.7102392315864563,0.0029677932616323233,89
0.6874889731407166,0.0032830715645104647,0.7092515826225281,0.0029776678420603275,90
0.6871543526649475,0.003300681710243225,0.7093283534049988,0.0030240677297115326,91
0.6872311234474182,0.0032924532424658537,0.7093063592910767,0.003001523669809103,92
0.6855849623680115,0.0032988213934004307,0.7081705331802368,0.003004783531650901,93
0.6871159076690674,0.0032666935585439205,0.7075175642967224,0.0030010032933205366,94
0.6856233477592468,0.0032779364846646786,0.7071115374565125,0.003014821093529463,95
0.6900022029876709,0.003245795611292124,0.708905816078186,0.0030534956604242325,96
