nsweeps,pearson,slope
78,0.9940459132194519,1.0195995569229126
79,0.9941204190254211,1.019336223602295
80,0.9944442510604858,1.0196561813354492
81,0.9943511486053467,1.0072330236434937
82,0.9944051504135132,1.0191057920455933
83,0.993995726108551,1.0166810750961304
84,0.99453204870224,1.0184192657470703
85,0.9939450025558472,1.0080833435058594
86,0.9940732717514038,1.0081076622009277
87,0.9941170811653137,1.0270674228668213
88,0.9945061206817627,1.0103504657745361
89,0.9942851662635803,0.9968780279159546
90,0.9939119815826416,1.001902461051941
91,0.9943825006484985,1.0029126405715942
92,0.9942928552627563,1.0153058767318726
93,0.994199812412262,1.012484073638916
94,0.994635820388794,1.0186314582824707
95,0.9947192072868347,1.0207291841506958
96,0.9941938519477844,1.0225481986999512
97,0.9944661855697632,1.0082136392593384
98,0.9941449165344238,0.9951445460319519
99,0.9943457245826721,0.9965360760688782
100,0.9943894147872925,0.9884142279624939
101,0.9940866827964783,1.0082648992538452
102,0.9945047497749329,1.0000801086425781
103,0.9939627051353455,0.9937601089477539
104,0.9944631457328796,0.9988217949867249
105,0.9940976500511169,0.9944466948509216
106,0.9945476055145264,0.9985570907592773
107,0.9944925904273987,0.9988445043563843
108,0.9943368434906006,1.0052050352096558
109,0.9939371943473816,1.0133196115493774
110,0.994117796421051,1.009201169013977
111,0.9936877489089966,0.998214602470398
112,0.9937789440155029,0.9930241703987122
113,0.9940250515937805,0.9920876622200012
114,0.9942945837974548,0.9948877692222595
115,0.9944461584091187,1.0030478239059448
116,0.9940919280052185,1.0112977027893066
117,0.9939894676208496,1.0062072277069092
118,0.9947445392608643,0.9861263036727905
119,0.9942059516906738,0.994706392288208
120,0.9944866895675659,0.9933919906616211
121,0.9942390322685242,1.0054919719696045
122,0.9942499399185181,1.0071790218353271
123,0.9945481419563293,1.014133334159851
124,0.9937363862991333,1.0072115659713745
125,0.994727373123169,0.9974837303161621
126,0.9941512942314148,1.0011402368545532
127,0.9942877888679504,0.9878970384597778
128,0.9938939213752747,0.9965072870254517
129,0.9938256740570068,1.0061763525009155
130,0.9942936301231384,0.9942001104354858
131,0.9944650530815125,0.994805097579956
132,0.9941843748092651,0.986960232257843
133,0.9942730665206909,1.0024805068969727
134,0.9939619302749634,1.0016196966171265
135,0.994408130645752,0.9969538450241089
136,0.9941444993019104,0.9972752332687378
137,0.9940305352210999,1.007868766784668
138,0.9944962859153748,1.0004733800888062
139,0.9941923022270203,1.0002896785736084
140,0.9944303631782532,0.9886875152587891
141,0.9942007660865784,0.9864975214004517
142,0.9944693446159363,0.9957828521728516
143,0.9940094947814941,0.9866480231285095
144,0.9936076402664185,0.9852505922317505
145,0.9943285584449768,0.9858940839767456
146,0.9941632151603699,0.9811538457870483
147,0.9940418601036072,0.974685788154602
148,0.9939572811126709,0.984360933303833
149,0.9945690631866455,0.9860271215438843
150,0.9938375353813171,0.9894444942474365
151,0.9938552975654602,0.9918982982635498
152,0.9939942359924316,0.9775274395942688
153,0.9941974878311157,0.9852511286735535
154,0.994032621383667,0.9837478399276733
155,0.994100034236908,0.9747931957244873
156,0.9937320947647095,0.9699302911758423
157,0.9943392276763916,0.9748406410217285
158,0.9938119649887085,0.966877281665802
159,0.9937213659286499,0.9704755544662476
160,0.9941791296005249,0.978299081325531
161,0.9939808249473572,0.9700649976730347
162,0.9941555261611938,0.9690134525299072
163,0.9941132664680481,0.9848800301551819
164,0.9940796494483948,0.9850361347198486
165,0.9940258860588074,0.9843195676803589
166,0.9939268231391907,0.9763609766960144
167,0.9941246509552002,0.9914103746414185
168,0.9939774870872498,0.988355815410614
169,0.9934197664260864,0.9762209057807922
170,0.9937875866889954,1.0001554489135742
171,0.9943987727165222,1.0025438070297241
172,0.9940829873085022,1.0054339170455933
173,0.9941386580467224,1.0050615072250366
174,0.9945693016052246,1.0051677227020264
175,0.9942440390586853,0.9940585494041443
176,0.9942266345024109,0.9877590537071228
177,0.9944382905960083,0.9812187552452087
178,0.9940715432167053,0.980516791343689
179,0.9941328763961792,0.970013439655304
180,0.9945628046989441,0.979328453540802
181,0.9939002990722656,0.9632462859153748
182,0.9939290881156921,0.9797636270523071
183,0.9947526454925537,0.9773558974266052
184,0.9944227337837219,0.9714430570602417
185,0.9943456649780273,0.9764447212219238
186,0.9938787221908569,0.9741037487983704
187,0.9943577647209167,0.984076738357544
188,0.9938804507255554,0.99185711145401
189,0.9945359230041504,1.0068572759628296
190,0.9940086007118225,0.9997448921203613
191,0.9939709901809692,1.008225440979004
192,0.9946812391281128,1.0061726570129395
193,0.9943183064460754,0.9837290048599243
194,0.9944189786911011,0.9921228885650635
195,0.9945773482322693,0.9918986558914185
196,0.9941613674163818,0.995489239692688
197,0.9945581555366516,0.9945544600486755
198,0.9941799640655518,0.9855082631111145
199,0.9944084286689758,0.9922545552253723
200,0.9943575859069824,0.9892820715904236
201,0.9939292669296265,0.9827847480773926
202,0.9937953948974609,0.9948617815971375
203,0.9945602416992188,0.9873955845832825
204,0.9941964149475098,0.9858101606369019
205,0.9947206377983093,0.9965669512748718
206,0.9942270517349243,0.9789410829544067
207,0.9940791726112366,0.9907028079032898
208,0.9942825436592102,0.9855673909187317
209,0.9943286180496216,0.996984601020813
210,0.9943923354148865,1.0013399124145508
211,0.9938696026802063,0.9954046607017517
212,0.9943424463272095,0.993134617805481
213,0.993716835975647,0.9887436032295227
214,0.9945338368415833,0.9892917275428772
215,0.993437647819519,1.0069459676742554
216,0.9945794939994812,1.015289545059204
217,0.9946191906929016,1.0124115943908691
218,0.9947922825813293,1.009699821472168
219,0.9945362210273743,1.0145622491836548
220,0.9945605397224426,1.010253667831421
221,0.9940648078918457,1.0041635036468506
222,0.9940255880355835,1.0039840936660767
223,0.9939041137695312,1.0134330987930298
224,0.994229793548584,1.0039503574371338
225,0.9940490126609802,0.9966062307357788
226,0.9941458702087402,0.9949440360069275
227,0.9944236278533936,0.9997588992118835
228,0.9946480393409729,1.0115233659744263
229,0.9943519234657288,1.0063375234603882
230,0.9942892789840698,1.0059131383895874
231,0.9941478967666626,1.0081440210342407
232,0.993802547454834,1.0011271238327026
233,0.9943006038665771,1.013667345046997
234,0.9943856000900269,1.0162556171417236
235,0.994260311126709,1.0053555965423584
236,0.9942288398742676,1.0180996656417847
237,0.9940197467803955,1.023349642753601
238,0.9939923286437988,1.0218377113342285
239,0.9938812851905823,1.0207970142364502
240,0.9943283796310425,1.012714147567749
241,0.9937253594398499,1.0098429918289185
242,0.9939237833023071,1.018324851989746
243,0.9939330220222473,1.0151550769805908
244,0.9943969249725342,1.0093704462051392
245,0.9940996170043945,0.9882237911224365
246,0.994530200958252,1.0170737504959106
247,0.9943057894706726,1.0070836544036865
248,0.9937358498573303,1.0159170627593994
249,0.9941307902336121,1.017797827720642
250,0.994147002696991,1.020442247390747
251,0.99399334192276,1.0236655473709106
252,0.9940086007118225,1.0341778993606567
253,0.9938845038414001,1.0065131187438965
254,0.9942154884338379,1.0029926300048828
255,0.9944334626197815,0.9949896335601807
256,0.994106650352478,1.0066624879837036
257,0.9943011999130249,1.0072882175445557
258,0.993951678276062,1.00892174243927
259,0.9939071536064148,1.0111560821533203
260,0.9943600296974182,0.9947056770324707
261,0.9945140480995178,1.0077098608016968
262,0.994173526763916,0.99432772397995
263,0.9942585825920105,1.005125641822815
264,0.9940049052238464,1.0040068626403809
265,0.994382381439209,0.993973433971405
266,0.9943272471427917,0.9825713038444519
267,0.9943903684616089,0.9876509308815002
268,0.9937587976455688,0.9922618269920349
269,0.9940890073776245,0.9845468401908875
270,0.9940826296806335,0.9932660460472107
271,0.9947167634963989,0.9980230927467346
272,0.9944523572921753,0.9924898147583008
273,0.9944005012512207,0.997397780418396
274,0.9939714670181274,0.9878682494163513
275,0.9947100877761841,0.9926865100860596
276,0.994027316570282,0.9929061532020569
277,0.9938638210296631,0.9885610938072205
278,0.9945095777511597,1.0011818408966064
279,0.9944186806678772,0.9984645247459412
280,0.9939985871315002,1.0089776515960693
281,0.9940280914306641,0.9994015097618103
282,0.9941477179527283,1.0010157823562622
283,0.9941906332969666,0.9960122108459473
284,0.994198203086853,0.9956575036048889
285,0.9945696592330933,0.9985316395759583
286,0.9943598508834839,0.9927238821983337
287,0.9940188527107239,0.9993723630905151
288,0.9940151572227478,1.0109049081802368
289,0.9945038557052612,1.0074328184127808
290,0.9941961169242859,1.0019309520721436
291,0.9947752952575684,1.0180866718292236
292,0.9941269755363464,1.0087088346481323
293,0.9940277338027954,1.0072304010391235
294,0.9943032264709473,1.00782310962677
295,0.9937055110931396,1.0119709968566895
296,0.9944489598274231,1.0092239379882812
297,0.9935785531997681,1.0063914060592651
298,0.9941267967224121,0.9927493333816528
299,0.994113028049469,0.9854535460472107
300,0.9939551949501038,1.0061349868774414
301,0.9937278628349304,1.0137845277786255
302,0.9941812753677368,1.017773151397705
303,0.9942798614501953,1.009202003479004
304,0.9941681027412415,0.9892379641532898
305,0.9943103194236755,1.0053479671478271
306,0.9938976764678955,0.9888331890106201
307,0.9940576553344727,0.9850074052810669
308,0.9940729141235352,1.0044430494308472
