seqid_t,std_seqid_t,seqid_t_t_half,std_seqid_t_t_half,t_half
0.6842296123504639,0.0036437592934817076,0.7959175109863281,0.0022553561720997095,1
0.6822102665901184,0.0036494212690740824,0.7858538031578064,0.0023241094313561916,2
0.6790879964828491,0.003685827599838376,0.7788301110267639,0.002382496139034629,3
0.6802677512168884,0.003700986271724105,0.7759273648262024,0.002393861999735236,4
0.6788246035575867,0.003723630215972662,0.7745171189308167,0.0024002210702747107,5
0.6782210469245911,0.0037118475884199142,0.7717405557632446,0.0024162260815501213,6
0.6749890446662903,0.0037488562520593405,0.7713070511817932,0.0024566911160945892,7
0.6776338815689087,0.003766997018828988,0.7694413661956787,0.0024925880134105682,8
0.6773375868797302,0.003720954991877079,0.7682506442070007,0.0024934790562838316,9
0.6774802803993225,0.0037470427341759205,0.7671751976013184,0.0025301093701273203,10
0.6819249391555786,0.003680400550365448,0.7661654949188232,0.0025426920037716627,11
0.6772936582565308,0.0037130059208720922,0.7639102339744568,0.00253239250741899,12
0.6740726232528687,0.0037155880127102137,0.7637456059455872,0.0025710316840559244,13
0.6804049611091614,0.003670749254524708,0.7625548839569092,0.0025952619034796953,14
0.6762840151786804,0.003754435107111931,0.7626152634620667,0.00262545351870358,15
0.6765419244766235,0.0036932884249836206,0.7624286413192749,0.002626267960295081,16
0.6777216792106628,0.003702846122905612,0.760864794254303,0.0026347434613853693,17
0.6759163737297058,0.0037300833500921726,0.7621104121208191,0.002628001617267728,18
0.6783362627029419,0.003697563661262393,0.7595972418785095,0.0026676300913095474,19
0.6769809126853943,0.0036739215720444918,0.7607824802398682,0.0026683921460062265,20
0.6776338815689087,0.0036242324858903885,0.7590704560279846,0.0026313073467463255,21
0.6773211359977722,0.0036751192528754473,0.7589661478996277,0.0026820413768291473,22
0.6748408675193787,0.003702632151544094,0.7573968768119812,0.0026606430765241385,23
0.672651469707489,0.0037296456284821033,0.7580607533454895,0.0026857545599341393,24
0.6752688884735107,0.0037089732941240072,0.758719265460968,0.002662173006683588,25
0.6773211359977722,0.00369617179967463,0.7564145922660828,0.002710287692025304,26
0.6761413812637329,0.0036869500763714314,0.7569743394851685,0.0026678317226469517,27
0.6747421026229858,0.0037566120736300945,0.7579126358032227,0.0027201634366065264,28
0.6771016120910645,0.0036860930267721415,0.7573419809341431,0.002699523698538542,29
0.6741001009941101,0.0037239911034703255,0.7561347484588623,0.0027389065362513065,30
0.6737927794456482,0.003718945663422346,0.7571992874145508,0.0027569145895540714,31
0.6761578321456909,0.0036901235580444336,0.7558603882789612,0.0027461289428174496,32
0.67644864320755,0.0036774242762476206,0.7554378509521484,0.0027419673278927803,33
0.6741330027580261,0.003747309325262904,0.754971444606781,0.002769570564851165,34
0.6752469539642334,0.003700102446600795,0.7538575530052185,0.0027939907740801573,35
0.6773760318756104,0.0036878841929137707,0.7531442046165466,0.002759560476988554,36
0.6767669320106506,0.003693058155477047,0.7514486312866211,0.002822962123900652,37
0.6763333678245544,0.0036867763847112656,0.7501097321510315,0.00284680281765759,38
0.6783527135848999,0.003667554585263133,0.7517613768577576,0.00283867958933115,39
0.6776942014694214,0.003664245828986168,0.7510480284690857,0.002846782561391592,40
0.6760371327400208,0.003699641674757004,0.7489628791809082,0.0028364385943859816,41
0.6725691556930542,0.003729003481566906,0.7463948726654053,0.0028696656227111816,42
0.6740067601203918,0.0037505256477743387,0.7492098212242126,0.002854233840480447,43
0.6755871176719666,0.0037025543861091137,0.7475636601448059,0.0028478798922151327,44
0.6754005551338196,0.003715286962687969,0.7476514577865601,0.0028781751170754433,45
0.6715595126152039,0.0037423816975206137,0.7470313906669617,0.002877501305192709,46
0.6747859716415405,0.0037356766406446695,0.7484306693077087,0.0028732537757605314,47
0.6757078170776367,0.0037280931137502193,0.7486720681190491,0.0028636797796934843,48
0.6723606586456299,0.0037036272697150707,0.7489739060401917,0.0028580373618751764,49
0.6722947955131531,0.0037092226557433605,0.7473990321159363,0.0028812596574425697,50
0.6743799448013306,0.0037485365755856037,0.7455992102622986,0.0029304041527211666,51
0.6697047352790833,0.0037517400924116373,0.7449462413787842,0.002913224510848522,52
0.6758559942245483,0.0037181663792580366,0.7467570304870605,0.0028989859856665134,53
0.6735952496528625,0.00371874263510108,0.7457473278045654,0.0028642171528190374,54
0.6795269846916199,0.00366814061999321,0.7454620003700256,0.0028972967993468046,55
0.6801196336746216,0.0036977047566324472,0.7466253638267517,0.0029004160314798355,56
0.6776503324508667,0.0037360875867307186,0.7458351850509644,0.002928821835666895,57
0.677979588508606,0.003713584039360285,0.7445017695426941,0.0029270171653479338,58
0.6737489104270935,0.00373839121311903,0.743854284286499,0.0029410149436444044,59
0.6726075410842896,0.003696406027302146,0.742048978805542,0.002948168898001313,60
0.6748683452606201,0.00367651111446321,0.742268443107605,0.0029600171837955713,61
0.6746652722358704,0.003710942342877388,0.7445949912071228,0.002919458784162998,62
0.6744841933250427,0.0037097083404660225,0.7439529895782471,0.002939404919743538,63
0.674248218536377,0.0037175300531089306,0.7438762187957764,0.0029498161748051643,64
0.6762017011642456,0.0037295070942491293,0.7443261742591858,0.0029359874315559864,65
0.6731727123260498,0.003721750108525157,0.7402655482292175,0.0029579324182122946,66
0.6750274896621704,0.003732057986781001,0.7418294548988342,0.002988196909427643,67
0.6766242384910583,0.0037057825829833746,0.7426525354385376,0.0029992088675498962,68
0.6725197434425354,0.0037051879335194826,0.7426306009292603,0.0029793588910251856,69
0.6744458079338074,0.0037307417951524258,0.7411325573921204,0.0029862886294722557,70
0.6757846474647522,0.0037230656016618013,0.7412149310112,0.003008633852005005,71
0.6767888069152832,0.0037467724177986383,0.7404905557632446,0.0030053691007196903,72
0.6764979958534241,0.00370078906416893,0.7409844398498535,0.003000046359375119,73
0.6722893118858337,0.003771125804632902,0.7402490973472595,0.003020311938598752,74
0.675098717212677,0.0037208835128694773,0.738932192325592,0.003001159057021141,75
0.6706540584564209,0.00374780735000968,0.7389541268348694,0.0030037269461899996,76
0.6733483076095581,0.003741225227713585,0.7398924827575684,0.002995934570208192,77
0.6768601536750793,0.003799634985625744,0.7400680780410767,0.003058623755350709,78
0.676020622253418,0.0037405663169920444,0.7390199899673462,0.0030367663130164146,79
0.6734306216239929,0.0037593021988868713,0.7403149604797363,0.0030181948095560074,80
0.6751426458358765,0.003733959048986435,0.7384163737297058,0.003022662131115794,81
0.6755706667900085,0.0036990814842283726,0.7377194762229919,0.003047500504180789,82
0.6705058813095093,0.003759271465241909,0.7367866635322571,0.0030314289033412933,83
0.6737379431724548,0.0037633602041751146,0.736797571182251,0.0030231932178139687,84
0.674813449382782,0.003720741719007492,0.7382901906967163,0.003030120162293315,85
0.6761358976364136,0.0037028202787041664,0.7392065525054932,0.0030177149455994368,86
0.6732330918312073,0.0037050924729555845,0.7366933226585388,0.003044819924980402,87
0.6747695207595825,0.0037542337086051702,0.7389267086982727,0.003024404402822256,88
0.675049364566803,0.003727317787706852,0.737532913684845,0.003055074717849493,89
0.6733812689781189,0.0037075344007462263,0.7357714772224426,0.0030638831667602062,90
0.672717273235321,0.003720032051205635,0.7360404133796692,0.003076730063185096,91
0.6751700639724731,0.003707188880071044,0.7352557182312012,0.0031193711329251528,92
0.6731507778167725,0.0037466140929609537,0.7357385754585266,0.0030910028144717216,93
0.6755487322807312,0.0037041513714939356,0.734229564666748,0.003097092965617776,94
0.6715265512466431,0.003716885345056653,0.7351953983306885,0.003097241511568427,95
0.676975429058075,0.0037825454492121935,0.7384876608848572,0.003098223125562072,96
