nsweeps,pearson,slope
0,0.43357864022254944,0.08621247857809067
1,0.46178919076919556,0.12910570204257965
2,0.4882046580314636,0.16713455319404602
3,0.5234004855155945,0.19519338011741638
4,0.5535092949867249,0.22166214883327484
5,0.591476559638977,0.24893277883529663
6,0.614639401435852,0.26933905482292175
7,0.632854700088501,0.28529396653175354
8,0.6639687418937683,0.31111660599708557
9,0.6853603720664978,0.3307934105396271
10,0.6991983652114868,0.34187138080596924
11,0.7247492671012878,0.3626527488231659
12,0.7447798848152161,0.38101786375045776
13,0.763261079788208,0.4035085439682007
14,0.7729377746582031,0.4180598556995392
15,0.7861844897270203,0.43385589122772217
16,0.8052407503128052,0.46114736795425415
17,0.8197612762451172,0.48090046644210815
18,0.8360360264778137,0.5043132305145264
19,0.8451276421546936,0.5212500095367432
20,0.8473467826843262,0.5339232683181763
21,0.8593848943710327,0.5458349585533142
22,0.8648908138275146,0.556451678276062
23,0.8727917075157166,0.5699777603149414
24,0.880226194858551,0.580522358417511
25,0.8830981254577637,0.6001080870628357
26,0.8849202990531921,0.609771192073822
27,0.8914275169372559,0.6241358518600464
28,0.8974969387054443,0.6336631774902344
29,0.9020756483078003,0.6465204358100891
30,0.9041962623596191,0.6638641357421875
31,0.9068330526351929,0.6709585189819336
32,0.905894935131073,0.6779478788375854
33,0.913439154624939,0.6917294263839722
34,0.919638991355896,0.7039827704429626
35,0.9225987195968628,0.7177722454071045
36,0.9243788123130798,0.7238423824310303
37,0.9305548071861267,0.740466296672821
38,0.9330872297286987,0.7477558255195618
39,0.9291908740997314,0.7526383996009827
40,0.9316726326942444,0.7601653933525085
41,0.9348257780075073,0.7667710781097412
42,0.9358673691749573,0.7718977332115173
43,0.9395976066589355,0.7877171039581299
44,0.9414717555046082,0.7958301901817322
45,0.9401966333389282,0.8009129762649536
46,0.943699061870575,0.8126986622810364
47,0.9438058733940125,0.810177743434906
48,0.9468575119972229,0.8221357464790344
49,0.9487250447273254,0.8264398574829102
50,0.9511009454727173,0.8425037264823914
51,0.9529212117195129,0.8523594737052917
52,0.9517210125923157,0.8528433442115784
53,0.9540185928344727,0.8587723970413208
54,0.9560415744781494,0.8738172054290771
55,0.9552645683288574,0.8767284750938416
56,0.9570061564445496,0.8772872686386108
57,0.9563241600990295,0.8868284821510315
58,0.9581217169761658,0.8970102667808533
59,0.9579821228981018,0.8979722857475281
60,0.9587250351905823,0.9037392139434814
61,0.9616222381591797,0.9154294729232788
62,0.9626117944717407,0.9294646382331848
63,0.9640450477600098,0.9251432418823242
64,0.9650967121124268,0.9416345357894897
65,0.966201901435852,0.9513292908668518
66,0.9670363664627075,0.9557418823242188
67,0.9652419686317444,0.9637531638145447
68,0.9658869504928589,0.9744887351989746
69,0.9644136428833008,0.9723542332649231
70,0.9654914140701294,0.9845691323280334
71,0.9661380052566528,0.9947955012321472
72,0.9676626920700073,1.005893349647522
73,0.968117356300354,1.0073606967926025
74,0.9702707529067993,1.007028579711914
75,0.9700756072998047,1.0057569742202759
76,0.9700022339820862,1.0167107582092285
77,0.9712545275688171,1.0296138525009155
78,0.9725605249404907,1.032658338546753
79,0.9734907150268555,1.0398790836334229
80,0.9723697304725647,1.04378342628479
81,0.9726667404174805,1.0484414100646973
82,0.9726616740226746,1.053085207939148
83,0.9735977053642273,1.0544672012329102
84,0.9742429852485657,1.0621665716171265
85,0.9741098880767822,1.0693541765213013
86,0.9748049378395081,1.0710119009017944
87,0.9746232628822327,1.0727739334106445
88,0.9750669002532959,1.0813663005828857
89,0.9764506220817566,1.0965317487716675
90,0.9767112731933594,1.0974578857421875
91,0.9768913388252258,1.1069003343582153
92,0.978060781955719,1.114319086074829
93,0.9783971905708313,1.1193820238113403
94,0.9783965945243835,1.131442904472351
95,0.9786980748176575,1.1334729194641113
96,0.9791589379310608,1.128167986869812
97,0.9797589778900146,1.1321319341659546
98,0.9794871211051941,1.1311213970184326
99,0.9799172282218933,1.1405876874923706
100,0.9804244637489319,1.151405930519104
101,0.9815751910209656,1.1602325439453125
102,0.9818814396858215,1.1728301048278809
103,0.9825324416160583,1.1825615167617798
104,0.9821706414222717,1.1768783330917358
105,0.9817250967025757,1.1776472330093384
106,0.9828029870986938,1.1853560209274292
107,0.9826688170433044,1.1811120510101318
108,0.9825093150138855,1.179197072982788
109,0.9832817912101746,1.1916455030441284
110,0.98253333568573,1.1928719282150269
111,0.9839915633201599,1.2105708122253418
112,0.9839901924133301,1.213154673576355
113,0.9842442870140076,1.209852695465088
114,0.9840208888053894,1.2167880535125732
115,0.9836131930351257,1.2183372974395752
116,0.9841482043266296,1.2249137163162231
117,0.9838082790374756,1.2160332202911377
118,0.9846998453140259,1.2196639776229858
119,0.9844825267791748,1.2206041812896729
120,0.9842027425765991,1.2200673818588257
121,0.9841554164886475,1.231601357460022
122,0.9841793775558472,1.2307491302490234
123,0.9849051833152771,1.237548589706421
124,0.9847456812858582,1.2476106882095337
125,0.9851405620574951,1.247837781906128
126,0.985334575176239,1.2496635913848877
127,0.9855207204818726,1.2465590238571167
128,0.985894501209259,1.2512764930725098
129,0.9855979084968567,1.2548706531524658
130,0.9862852692604065,1.265221357345581
131,0.9860800504684448,1.2593531608581543
132,0.9861793518066406,1.2561986446380615
133,0.986640453338623,1.2688087224960327
134,0.9862881302833557,1.2728906869888306
135,0.9859904646873474,1.2760144472122192
136,0.986071765422821,1.2736873626708984
137,0.9869649410247803,1.2796889543533325
138,0.98712158203125,1.2822136878967285
139,0.9865298867225647,1.2796509265899658
140,0.9872728586196899,1.2810956239700317
141,0.9867226481437683,1.289363980293274
142,0.987120509147644,1.2940802574157715
143,0.9872041344642639,1.2918412685394287
144,0.9871523976325989,1.2951655387878418
145,0.9874756932258606,1.2962052822113037
146,0.9877997040748596,1.3059889078140259
147,0.9878906011581421,1.3030496835708618
148,0.9876738786697388,1.3081388473510742
149,0.9878271818161011,1.3181711435317993
150,0.9880220890045166,1.302772045135498
151,0.9882656931877136,1.3070589303970337
152,0.9888485670089722,1.3179235458374023
153,0.988731861114502,1.3203414678573608
154,0.9883493781089783,1.3125898838043213
155,0.9885814189910889,1.3196386098861694
156,0.9877699613571167,1.3163517713546753
157,0.9882186055183411,1.3119697570800781
158,0.9881636500358582,1.3343602418899536
159,0.9879283308982849,1.3258922100067139
160,0.9882166981697083,1.319460391998291
161,0.9881293773651123,1.3297375440597534
162,0.9883776307106018,1.3271865844726562
163,0.9886269569396973,1.3332533836364746
164,0.9885551333427429,1.3395124673843384
165,0.9890242218971252,1.3442994356155396
166,0.9886085987091064,1.3426704406738281
167,0.9888601303100586,1.351138710975647
168,0.9892027378082275,1.3502768278121948
169,0.9892549514770508,1.3471202850341797
170,0.9891095161437988,1.3396565914154053
171,0.9895282983779907,1.3497133255004883
172,0.9891143441200256,1.3488969802856445
173,0.9887331128120422,1.3429034948349
174,0.9889474511146545,1.3529001474380493
175,0.9894373416900635,1.3515026569366455
176,0.9895580410957336,1.3521628379821777
177,0.9897013902664185,1.352031946182251
178,0.989780843257904,1.3545762300491333
179,0.9897413849830627,1.3458763360977173
180,0.9897592663764954,1.3507640361785889
181,0.9899632334709167,1.3432542085647583
182,0.9897983074188232,1.3530285358428955
183,0.9904192686080933,1.3595197200775146
184,0.9904189705848694,1.357884168624878
185,0.9901591539382935,1.35664701461792
186,0.9905493259429932,1.3696986436843872
187,0.9907445311546326,1.365614414215088
188,0.9909552931785583,1.3801147937774658
189,0.990978479385376,1.3716585636138916
190,0.9907495379447937,1.3717294931411743
191,0.9908590316772461,1.3750920295715332
192,0.9907336831092834,1.367497205734253
193,0.9905259013175964,1.3681949377059937
194,0.9903454780578613,1.3687134981155396
195,0.990418016910553,1.3600780963897705
196,0.9905659556388855,1.3671817779541016
197,0.9906760454177856,1.3766133785247803
198,0.9907223582267761,1.3725930452346802
199,0.9909819960594177,1.3729453086853027
200,0.9911736845970154,1.3701287508010864
201,0.9911696910858154,1.370542287826538
202,0.9916673302650452,1.3839739561080933
203,0.9907737374305725,1.387075662612915
204,0.9909079074859619,1.3836556673049927
205,0.991462767124176,1.3971061706542969
206,0.9908351898193359,1.3886359930038452
207,0.9910160303115845,1.3875964879989624
208,0.9912418127059937,1.3874403238296509
209,0.9913617968559265,1.392363429069519
210,0.9911200404167175,1.3898718357086182
211,0.9912973642349243,1.3955073356628418
212,0.9916692972183228,1.3940184116363525
213,0.9912843108177185,1.391459345817566
214,0.9914871454238892,1.3905494213104248
215,0.9917210936546326,1.385108470916748
216,0.991875410079956,1.3909978866577148
217,0.9921236634254456,1.3970837593078613
218,0.9913992285728455,1.4007610082626343
219,0.9916574954986572,1.4031424522399902
220,0.9914420247077942,1.388991355895996
221,0.9915438890457153,1.385318398475647
222,0.9921988844871521,1.38860285282135
223,0.9919233322143555,1.392481803894043
224,0.9917710423469543,1.3976951837539673
225,0.9919307231903076,1.4024578332901
226,0.9917747974395752,1.4035764932632446
227,0.9917328953742981,1.3919719457626343
228,0.9919659495353699,1.4003950357437134
229,0.9917909502983093,1.3953856229782104
